LANGUAGE,English,German,Czech,Russian,Polish,Spanish,Korean
STR_ACTION_HIDE_BODY,Hide body,Leiche verbergen,Zahrabat tìlo,Ñïğÿòàòü òåëî,Pogrzeb cia³o,Esconder el cadaver,½ÃÃ¼¼û±è
STR_ACTION_TOUCH_OFF,Detonate (%d),Sprengen (%d),Vybuchnout (%d),Ïîäîğâàòü (%d),Odpal (%d),Detonar (%d),%d ÆøÆÄ
STR_ACTION_START_TIMER,Set timer,Zeitgeber einstellen,Nastav èasovaè,Óñòàíîâèòü òàéìåğ,Nastaw zegar,Iniciar temporizador,ÆøÆÄ½Ã°£¼³Á¤
STR_ACTION_SET_TIMER,Timer +%.0f sec. (countdown %.0f sec.),Zeitgeber +%.0f sek. (countdown %.0f sek.),Èasovaè +%.0f vte. (odpoèítávání %.0f vte.),Òàéìåğ +%.0f ñåê. (îñòàëîñü %.0f ñåê.),Nastaw stoper +%.0f sek. (%.0f do koñca),Contando +%.0f seg. (cuenta regrasiva %.0f seg.),ÆøÆÄ½Ã°£¸ÂÃã +%.0f ÃÊ . ( %.0f ÃÊ³²À½)
STR_ACTION_DEACTIVATE,Deactivate bomb,Bombe deaktivieren,Deaktivovat bombu,Îáåçâğåäèòü áîìáó,Rozbrój bombe,Desactivar bomba,ÆøÅº ÇØÃ¼
,,,,,,,
STR_ACTION_TAKEOFF_GOGGLES,NVG off,Anziehen Nachtsichtbrille,Sundat Noktovizor,Ñíÿòü ÏÍÂ,Zdejmij noktowizor,Quitar visión nocturna,¾ß°£Åõ½Ã°æ ¹ş±â
STR_ACTION_TAKEON_GOGGLES,NVG on,Ausziehen Nachtsichtbrille,Nasadit Noktovizor,Íàäåòü ÏÍÂ,Za³ó¿ noktowizor,Poner visión noctuna,¾ß°£Åõ½Ã°æ Âø¿ë
STR_ACTION_MANUAL_FIRE,Manual fire on,Manuelles Feuer,Manuální ovládání zbranì,Âêë. ğó÷íîé îãîíü,W³¹cz rêczn¹ kontrolê ognia,Disparo Manual,¼öµ¿ »ç°İ
STR_ACTION_MANUAL_FIRE_CANCEL,Manual fire off,Manuelles Feuer ausschalten,Manuální ovládání zbranì Zrušit,Âûêë. ğó÷íîé îãîíü,Wy³¹cz rêczn¹ kontrolê ognia,Disparo manual apagado,¼öµ¿ »ç°İ ÇØÁ¦
STR_ACTION_HOVER,Auto-hover on,Automatischer Schwebeflug,Stabilizátor,Âêë. àâòîçàâèñàíèå,Automatyczny zawis,Mantenerse inmobil en el arie,¿ÀÅäÈ£¹ö¸µ
STR_ACTION_HOVER_CANCEL,Auto-hover off,Automatischen Schwebeflug ausschalten,Vypnout stabilizátor,Âûêë. àâòîçàâèñàíèå,Wy³¹cz automatyczny zawis,Vuelo manual,¿ÀÅäÈ£¹ö¸µ ÇØÁ¦
STR_ACTION_STROKEFIST,Strike with fist,Mit Faust zuschlagen,Udeø pìstí,Óäàğ êóëàêîì,Uderz piêœci¹,Puetazo,ÁÖ¸ÔÀ¸·Î °¡°İ
STR_ACTION_STROKEGUN,Strike with gun,Mit Gewehr zuschlagen,Udeø puškou,Óäàğ ïğèêëàäîì,Uderz karabinem,Golpe con arma,¼ÒÃÑÀ¸·Î °¡°İ
,,,,,,,
STR_ACTION_LADDERUP,Climb up,Hochklettern,Vyšplhat,Ïîäíÿòüñÿ ïî ëåñòíèöå,WejdŸ,Sunbir escaleras,»ç´Ù¸® ¿À¸£±â
STR_ACTION_LADDERDOWN,Climb down,Herabsteigen,Slézt,Ñïóñòèòüñÿ ïî ëåñòíèöå,ZejdŸ,Bajar escaleras,»ç´Ù¸® ³»·Á°¡±â
STR_ACTION_LADDERON,Jump on ladder,Springe auf leiter,Skoè na ebøík,Ïğûãíóòü íà ëåñòíèöó,Chwyæ,Subir,»ç´Ù¸® Àâ±â
STR_ACTION_LADDEROFF,Jump off,Abspringen,Seskoèit,Ñïğûãíóòü ñ ëåñòíèöû,Puœæ,Soltar escaleras,»ç´Ù¸® ³»¸®±â
,,,,,,,
STR_ACTION_FIRE_INFLAME,Set fire,Anzünden,Zapálit oheò,Ğàçæå÷ü êîñòåğ,Rozpal ogieñ,Encender,ºÒÄÑ±â
STR_ACTION_FIRE_PUT_DOWN,Put out fire,Feuer löschen,Uhasit oheò,Ïîãàñèòü êîñòåğ,Zgaœ ogieñ,Apagar,ºÒ²ô±â
STR_ACTION_GEAR_UP,Gear up,Fahrgestell einziehen,Zatáhnout podvozek,Óáğàòü øàññè,Wci¹gnij podwozie,Subit tren de artterizaje,¹ÙÄû ¿Ã¸®±â
STR_ACTION_GEAR_DOWN,Gear down,Fahrgestell ausfahren,Vysunout podvozek,Âûïóñòèòü øàññè,Opuœæ podwozie,Bajar tren de aterrizaje,¹ÙÄû ³»¸®±â
STR_ACTION_FLAPS_UP,Flaps up,Klappen ausfahren,Klapky nahoru,Ïîäíÿòü çàêğûëêè,Podnieœ klapy,Subir alerones,ÇÃ·¦ ¿Ã¸®±â
STR_ACTION_FLAPS_DOWN,Flaps down,Klappen einziehen,Klapky dolù,Îïóñòèòü çàêğûëêè,Opuœæ klapy,Bajar alerones,ÇÃ·¦ ³»¸®±â
,,,,,,,
STR_USRACT_MOVE_FORWARD,Move forward,Vorwärts bewegen,Vpøed,Âïåğåä,Naprzód,Adelante,ÀüÁø
STR_USRACT_MOVE_BACK,Move back,Rückwärts bewegen,Dozadu,Íàçàä,W ty³,Atrás,ÈÄÁø
STR_USRACT_TURN_LEFT,Strafe left,Nach links bewegen,Úkrok vlevo,Âëåâî,Krok w lewo,Izquierda,ÁÂÃø Ç×°ø±â°ø°İ
STR_USRACT_TURN_RIGHT,Strafe right,Nach rechts bewegen,Úkrok vpravo,Âïğàâî,Krok w prawo,Derecha,¿ìÃø Ç×°ø±â°ø°İ
STR_USRACT_MOVE_UP,Move up,Aufwärts bewegen,Nahoru,Ïîäíÿòüñÿ,W górê,Arriba,À§·Î ÀÌµ¿
STR_USRACT_MOVE_DOWN,Move down,Abwärts bewegen,Dolù,Îïóñòèòüñÿ,W dó³,Abajo,¾Æ·¡·Î ÀÌµ¿
STR_USRACT_FAST_FORWARD,Fast forward,Schnell vorwärts,Rychle vpøed,Áûñòğî âïåğåä,Szybko naprzód,Rápido,ºü¸£°Ô ÀüÁø
STR_USRACT_SLOW_FORWARD,Slow forward,Langsam vorwärts,Pomalu vpøed,Ìåäëåííî âïåğåä,Powoli naprzód,Despacio,´À¸®°Ô ÀüÁø
STR_USRACT_MOVE_LEFT,Turn left,Nach links drehen,Otoèení vlevo,Ïîâîğîò âëåâî,Obrót w lewo,Izquierda,ÁÂ·Î
STR_USRACT_MOVE_RIGHT,Turn right,Nach rechts drehen,Otoèení vpravo,Ïîâîğîò âïğàâî,Obrót w prawo,Deracha,¿ì·Î
STR_USRACT_TOGGLE_WEAPONS,Toggle weapons,Waffe waehlen,Zmìnit zbraò,Ñìåíèòü îğóæèå,Zmieniæ broñ,Cambiar arma,¹«±â Åä±Û
STR_USRACT_FIRE,Fire,Feuer,Støelba,Îãîíü,Ognia,Fuego,»ç°İ
STR_USRACT_RELOAD_MAGAZINE,Reload magazine,Magazin neu laden,Vımìna zásobníku,Ïåğåçàğÿäèòü,Zmieniæ magazynek,Recargar munición,ÅºÃ¢ ÀçÀåÀü
STR_USRACT_LOCK_TARGETS,Next target,Nächstes Ziel,Další cíl,Çàõâàòèòü öåëè,Nastêpny cel,Sigueinte objetivo,´ÙÀ½ Å¸°Ù
STR_USRACT_LOCK_TARGET,Lock target,Ziel aufschalten,Zamìøit cíl,Çàõâàòèòü öåëü,Namierz cel,Bloquear Objetivo,Å¸°Ù °íÁ¤
STR_USRACT_REVEAL_TARGET,Reveal target,Ziel aufdecken,Prozradit cíl,Ïîêàçàòü öåëü,Odkryj cel,Mostrar objetivo,Å¸°Ù È®ÀÎ
STR_USRACT_PREV_ACTION,Previous action,Vorherige Aktion,Pøedešlá akce,Ïğåäûäóùåå äåéñòâèå,Poprzednie dzia³anie,Acción previa,ÀÌÀü ¾×¼Ç
STR_USRACT_NEXT_ACTION,Next action,Nächste Aktion,Další akce,Ñëåäóşùåå äåéñòâèå,Nastêpne dzia³anie,Sigueinet acción,´ÙÀ½ ¾×¼Ç
STR_USRACT_ACTION,Perform action,Aktion ausführen,Provedení akce,Âûïîëíèòü,Wykonaæ dzia³anie,Realizar acción,¾×¼Ç ¼öÇà
STR_USRACT_HEADLIGHTS,Headlights on/off,Scheinwerfer ein/aus,Zap./Vyp. svìtla,Ôàğû âêë./âûêë.,Reflektory w³¹cz/wy³¹cz,Luces Enc./Apa.,¶óÀÌÆ® ÄÔ/²û
STR_USRACT_NIGHT_VISION,NVG,Nachtsichtbrille,Noktovizor,ÏÍÂ,Noktowizor,Visión Nocturna,¾ß½Ã°æ
STR_USRACT_BINOCULAR,Binocular,Fernglas,Dalekohled,Áèíîêëü,Lornetka,Binoculares,½Ö¾È°æ
STR_USRACT_COMPASS,Compass,Kompass,Kompas,Êîìïàñ,Kompas,Brújula,³ªÄ§¹İ
STR_USRACT_WATCH,Watch,Armbanduhr,Hodinky,×àñû,Zegarek,Reloj,½Ã°¢
STR_USRACT_MAP,Map,Karte,Mapa,Êàğòà,Mapa,Mapa,Áöµµ
STR_USRACT_HELP,Last help,Letzte Hilfe,Poslední nápovìda,Ïîñëåäíÿÿ ïîäñêàçêà,Ostatnia podpowiedŸ,Ayuda final,ÃÖ±Ù µµ¿ò¸»
STR_USRACT_TIME_INC,Time acceleration,Zeitraffer,Zrychlení èasu,Óñêîğèòü âğåìÿ,Przyspieszenie czasu,Acelerar tiempo,½Ã°£ °¡¼Ó
STR_USRACT_TIME_DEC,Time deceleration,Zeitverlangsamung,Zpomalení èasu,Çàìåäëèòü âğåìÿ,Zwolnienie czasu,Enlentecer tiempo,½Ã°£ °¨¼Ó
STR_USRACT_OPTICS,Optics,Waffen-Ansicht,Optika,Ïğèöåë,Perspektywa,Optica,Á¶ÁØ°æ
STR_USRACT_PERSON_VIEW,1st / 3rd person view,1st/3rd person Ansicht,Pohled z 1 os./3 os.,Âèä îò 1-ãî / 3-ãî ëèöà,Widok 1 / 3 osoby,Vista 1ra / 3ra persona,1ÀÎÄª / 3ÀÎÄª ½ÃÁ¡
STR_USRACT_TACTICAL_VIEW,Tactical view,Taktische Perspektive,Taktickı pohled,Òàêòè÷åñêèé ıêğàí,Widok taktyczny,vista táctica,ÁöÈÖ ½ÃÁ¡
STR_USRACT_ZOOM_IN,Zoom in,Vergrößern,Pøiblíení pohledu,Ïğèáëèçèòü,Zbli¿enie widoku,Acercar,È®´ë
STR_USRACT_ZOOM_OUT,Zoom out,Verkleinern,Oddálení pohledu,Îòäàëèòü,Oddalenie widoku,Alejar,Ãà¼Ò
STR_USRACT_LOOK_ARROUND,Look around,Umschauen,Rozhlíení,Îñìîòğåòüñÿ âîêğóã,Rozgl¹danie,Mirar alrededor,»ç¹æ º¸±â
STR_USRACT_LOOK_ARROUND_TOGGLE,Free-look,Gesamtüberblick,Volné rozhlíení,Ñâîáîäíûé îáçîğ,Swobodne patrzenie,Vista libre,ÀÓÀÇ¹æÇâ º¸±â
STR_USRACT_LOOK_LEFT_DOWN,Look left down,Nach links unten blicken,Pohled vlevo dolù,Ïîñìîòğåòü âëåâî âíèç,Spojrzeæ w lewo w dó³,Mirara a la izquierda abajo,ÁÂÃøÇÏ´Ü º¸±â
STR_USRACT_LOOK_DOWN,Look down,Nach unten blicken,Pohled dolù,Ïîñìîòğåòü âíèç,Spojrzeæ w lewo,Mirara abajo,¾Æ·¡ º¸±â
STR_USRACT_LOOK_RIGHT_DOWN,Look right down,Nach rechts unten blicken,Pohled vpravo dolù,Ïîñìîòğåòü âïğàâî âíèç,Spojrzeæ w prawo w dó³,Mirar a la derecha abajo,¿ìÃøÇÏ´Ü º¸±â
STR_USRACT_LOOK_LEFT,Look left,Nach links blicken,Pohled vlevo,Ïîñìîòğåòü âëåâî,Spojrzeæ w lewo,Mirar a la izquierda,ÁÂÃø º¸±â
STR_USRACT_LOOK_CENTER,Center look,Mittiger Blick,Vystøedit pohled,Îòöåíòğèğîâàòü îáçîğ,Spojrzeæ przed siebie,Mirar al frente,Áß¾Ó º¸±â
STR_USRACT_LOOK_RIGHT,Look right,Nach rechts blicken,Pohled vpravo,Ïîñìîòğåòü âïğàâî,Spojrzeæ w prawo,Mirar a la derecha,¿ìÃø º¸±â
STR_USRACT_LOOK_LEFT_UP,Look left up,Nach links oben blicken,Pohled vlevo nahoru,Ïîñìîòğåòü âëåâî ââåğõ,Spojrzeæ w lewo w górê,Mirar a la izquierda,ÁÂÃø»ó´Ü º¸±â
STR_USRACT_LOOK_UP,Look up,Nach oben blicken,Pohled nahoru,Ïîñìîòğåòü ââåğõ,Spojrzeæ w górê,Mirar arriba,»ó´Ü º¸±â
STR_USRACT_LOOK_RIGHT_UP,Look right up,Nach rechts oben blicken,Pohled vpravo nahoru,Ïîñìîòğåòü âïğàâî ââåğõ,Spojrzeæ w prawo w górê,Mirar a la derecha arriba,¿ìÃø»ó´Ü º¸±â
STR_USRACT_PREV_CHANNEL,Previous channel,Vorheriger Kanal,Pøedchozí kanál,Ïğåäûäóùèé êàíàë,Poprzedni kana³,Canal previo,ÀÌÀü Ã¤³Î
STR_USRACT_NEXT_CHANNEL,Next channel,Nächster Kanal,Následující kanál,Ñëåäóşùèé êàíàë,Nastêpny kana³,Canal siguiente,´ÙÀ½ Ã¤³Î
STR_USRACT_CHAT,Chat,Chat,Chat,×àò,Chat,Chat,Ã¤ÆÃ
STR_USRACT_VOICE_OVER_NET,Voice Over Net,Stimme über Netzwerk,Voice Over Net,Ãîëîñ ïî ñåòè,G³os przez sieæ,Voz en linea,À½¼º Ã¤ÆÃ
STR_USRACT_NETWORK_STATS,Multiplayer statistics,Mehrspieler-Statistiken,Statistiky síové hry,Ñòàòèñòèêà ñåòåâîé èãğû,Stat. gry wielosobowej,Estadisticas multijugador,¸ÖÆ¼ÇÃ·¹ÀÌ¾î Åë°è
STR_USRACT_NETWORK_PLAYERS,List of players,Spielerliste,Seznam hráèù,Ñïèñîê èãğîêîâ,Lista graczy,Lista de jugadores,ÇÃ·¹ÀÌ¾î ¸®½ºÆ®
STR_USRACT_SELECT_ALL,Select all units,Alle Einheiten auswählen,Vybrat všechny jednotky,Âûáğàòü âñå îòğÿäû,Wszystkie jednostki,Seleccionar todas las unidades,¸ğµç À¯´Ö ¼±ÅÃ
STR_USRACT_TURBO,Turbo,Turbo,Turbo,Óñêîğåíèå,Turbo,Turbo,ÅÍº¸
,,,,,,,
STR_DIFF_ARMOR,Extended armor,Verstärkte Panzerung,Zvıšená odolnost,Óñèëåííàÿ áğîíÿ,Rozbudowany pancerz,Blindaje extendido,Àå°© È®Àå
STR_DIFF_FRIENDLY_TAG,Friendly TAG,Eigene taktische Angriffsgruppe,Info o pøátelích,Óêàçàíèå ñâîèõ,Identyfikator swoich,Marcador aliado,¾Æ±ºÇ¥½Ä
STR_DIFF_ENEMY_TAG,Enemy TAG,Taktische Angriffsgruppe der Gegner,Info o nepøátelích,Óêàçàíèå âğàãîâ,Identyfikator obcych,Marcador enemigo,Àû Ç¥½Ä
STR_DIFF_HUD,Extended HUD info,Erweiterte HUD-Informationen,Rozšíøenı HUD,Äèñïëåé íàøëåìíîãî öåëåóêàçàíèÿ,Rozszerzony HUD,Info HUD extendida,HUD Á¤º¸ È®Àå
STR_DIFF_AUTO_SPOT,Auto report,Automatische Meldung,Automat. hlášení,Àâòîîò÷åò,Meldunek automatyczny,Reporte automático,ÀÚµ¿ º¸°í
STR_DIFF_MAP,Extended map info,Erweitere Karteninformationen,Rozšíøená mapa,Ğàñøèğåííàÿ èíôîğìàöèÿ êàğòû,Rozszerzona mapa,Info Mapa extendida,È®Àå Áöµµ Á¤º¸
STR_DIFF_WEAPON_CURSOR,Weapon crosshair,Fadenkreuz der Waffe,Zámìrnı køí zbranì,Ïğèöåë îğóæèÿ,Krzy¿ celownika broni,Mira del arma,¹«±â Á¶ÁØ ½ÊÀÚ¼±
STR_DIFF_AUTO_GUIDE_AT,Auto guide AT,Automatische Steuerung der Panzerabwehr,Samonavádìní AT,Ñàìîíàâåäåíèå ÏÒ ğàêåò,Samonaprawadzanie AT,Auto-blokeo AT,ÀÚµ¿ AT °¡ÀÌµå
STR_DIFF_CLOCK_INDICATOR,Clock indicator,Uhranzeige,Ukazatel hodin,Èíäèêàòîğ âğåìåíè,WskaŸnik zegara,Indicador reloj,¹æÇâ Áö½Ã Ç¥½Ã
,,,,,,,
,,,,,,,
COMMENT,Currency format,Währungsformat,Formát mìny,Ôîğìàò âàëşòû,Format walut,Formato actual,ÇöÀç Æ÷¸Ë
STR_CURRENCY_NONE,NOTHING,NICHTS,NIC,ÍÈ×ÅÃÎ,NIC,Nada,¾øÀ½
STR_CURRENCY_LOT,UNLIMITED,UNBEGRENZT,NEOMEZENÌ,ÁÅÇ ÎÃĞÀÍÈ×ÅÍÈß,BEZ OGRANICZEÑ,ILIMIRADO,¹«ÇÑ´ë
STR_CURRENCY_BLANK,.,.,.,.,.,.,.
STR_CURRENCY_FORMAT,$%s,%s US$,%s Kè,$%s,%s z³,$%s,$%s
,,,,,,,
COMMENT,Default values for displays,Standardwerte für Anzeigen,Standardní zobrazované hodnoty,Çíà÷åíèÿ ïî óìîë÷àíèş äëÿ äèñïëåÿ,Domyœlne wartoœci ekranów,Valores por defecto,µğ½ºÇÃ·¹ÀÌ ±âº»¼³Á¤
STR_NEW_GAME,*** New Game ***,*** Neues Spiel ***,*** Nová hra ***,*** Íîâàÿ èãğà ***,*** Nowa gra ***,*** Nueva partida ***,*** »õ °ÔÀÓ ***
STR_PLAY_WEST,Play west,Westen spielen,Hrát za Západ,Èãğàòü çà ÍÀÒÎ,Graæ jako zachód,Juego oeste,³ªÅä±ºÀ¸·Î ÇÃ·¹ÀÌ
STR_PLAY_EAST,Play east,Osten spielen,Hrát za Vıchod,Èãğàòü çà ÑÑÑĞ,Graæ jako wschód,Juego este,¼Ò·Ã±ºÀ¸·Î ÇÃ·¹ÀÌ
STR_PLAY_GUERRILA,Play resistance,Widerstandskämpfer spielen,Hrát za partyzány,Èãğàòü çà Ñîïğîòèâëåíèå,Graæ jako partyzanci,Juego resistencia,·¹Áö½ºÅÁ½º·Î ÇÃ·¹ÀÌ
STR_ARCUNIT_TITLE2,Insert unit,Einheit einfügen,Vlo jednotku,Ïîìåñòèòü şíèò,Wstaw jednostkê,Insertar unidad,À¯´Ö »ğÀÔ
STR_ARCUNIT_TITLE4,Edit unit,Einheit bearbeiten,Uprav jednotku,Ğåäàêòèğîâàòü şíèò,Zmodyfikuj jednostkê,Editar unidad,À¯´Ö ÆíÁı
STR_ARCWP_TITLE1,Insert waypoint,Wegmarke einfügen,Vlo bod trasy,Ïîìåñòèòü òî÷êó ìàğøğóòà,Wstaw punkt trasy,Insertar intermedio,¿şÀÌÆ÷ÀÎÆ® »ğÀÔ
STR_ARCWP_TITLE2,Edit waypoint,Wegmarke bearbeiten,Uprav bod trasy,Ğåäàêòèğîâàòü òî÷êó ìàğøğóòà,Zmodyfikuj punkt trasy,Editar intermedio,¿şÀÌÆ÷ÀÎÆ® ÆíÁı
STR_ARCSENS_TITLE1,Insert trigger,Auslöser einfügen,Vlo spínaè,Ïîìåñòèòü òğèããåğ,Wstaw wyzwalacz,Editar desencadenante,Æ®¸®°Å »ğÀÔ
STR_ARCSENS_TITLE2,Edit trigger,Auslöser bearbeiten,Uprav spínaè,Ğåäàêòèğîâàòü òğèããåğ,Zmodyfikuj wyzwalacz,Editar desencadenante,Æ®¸®°Å ÆíÁı
STR_ARCMARK_TITLE1,Insert marker,Markierung einfügen,Vlo znaèku,Ñäåëàòü ïîìåòêó,Wstaw znak,Insertar marcador,¸¶Å© »ğÀÔ
STR_ARCMARK_TITLE2,Edit marker,Markierung bearbeiten,Uprav znaèku,Ğåäàêòèğîâàòü ïîìåòêó,Zmodyfikuj znak,Editar marcador,¸¶Å© ÆíÁı
STR_ARCMARK_TYPE1,Icon:,Symbol:,Obrázek:,Çíà÷îê:,Obrazek:,Ícono:,¾ÆÀÌÄÜ :
STR_ARCMARK_TYPE2,Fill:,Füllung:,Vıplò:,Ôîí:,Wype³nienie:,Relleno:,Ã¤¿ì±â :
STR_MAIN_PLAYER,PLAYER: %s,SPIELER: %s,Hráè: %s,Èãğîê: %s,Gracz: %s,Jugador: %s,ÇÃ·¹ÀÌ¾î : %s
STR_MAIN_RANK,%s Ian Gastovski,%s Ian Gastovski,%s Ian Gastovski,%s ßí Ãàñòîâñêè,%s Ian Gastovski,%s Ian Gastovski,%s Ian Gastovski
STR_MAIN_MISSION,Mission: %s,Einsatz: %s,Mise: %s,Ìèññèÿ: %s,Misja: %s,Misión: %s,¹Ì¼Ç : %s
STR_NONPLAYABLE,Non Playable,Nicht spielbar,Nehratelné,Íåäîñòóïíî,Nie do grania,No jugable,ÇÃ·¹ÀÌ ºÒ°¡´É
STR_PLAYER,Player,Spieler,Hráè,Èãğîê,Gracz,Jugador,ÇÃ·¹ÀÌ¾î
STR_PLAYER_COMMANDER,Player as commander,Spieler als Kommandant,Hráè jako velitel,Èãğîê êîìàíäèğ,Gracz jako dowódca,Jugador comandante,Ä¿¸Ç´õ·Î ÇÃ·¹ÀÌ
STR_PLAYER_DRIVER,Player as driver,Spieler als Fahrer,Hráè jako øidiè,Èãğîê âîäèòåëü,Gracz jako kierowca,Jugador conductor,Á¶Á¾¼ö·Î ÇÃ·¹ÀÌ
STR_PLAYER_PILOT,Player as pilot,Spieler als Pilot,Hráè jako pilot,Èãğîê ïèëîò,Gracz jako pilot,Jugador Piloto,ÆÄÀÏ·µÀ¸·Î ÇÃ·¹ÀÌ
STR_PLAYER_GUNNER,Player as gunner,Spieler als Schütze,Hráè jako støelec,Èãğîê ñòğåëîê,Gracz jako strzelec,Jugador artillero,»ç°İ¼ö·Î ÇÃ·¹ÀÌ
STR_PLAYABLE,Playable,Spielbar,Hratelné,Äîñòóïåí,Do grania,Jugable,ÇÃ·¹ÀÌ °¡´É
STR_PLAYABLE_C,Playable as commander,Als Kommandant spielbar,Hratelné jako velitel,Äîñòóïåí êàê êîìàíäèğ,Do gry jako dowódca,Jugable comandante,ÁöÈÖ°üÀ¸·Î ÇÃ·¹ÀÌ °¡´É
STR_PLAYABLE_D,Playable as driver,Als Fahrer spielbar,Hratelné jako øidiè,Äîñòóïåí êàê âîäèòåëü,Do gry jako kierowca,Jugable conductor,ÆÄÀÏ·µÀ¸·Î ÇÃ·¹ÀÌ °¡´É
STR_PLAYABLE_P,Playable as pilot,Als Pilot spielbar,Hratelné jako pilot,Äîñòóïåí êàê ïèëîò,Do gry jako pilot,Jugable Piloto,ÆÄÀÏ·µÀ¸·Î ÇÃ·¹ÀÌ °¡´É
STR_PLAYABLE_G,Playable as gunner,Als Schütze spielbar,Hratelné jako støelec,Äîñòóïåí êàê ñòğåëîê,Do gry jako strzelec,Jugable artillero,»ç¼ö·Î ÇÃ·¹ÀÌ °¡´É
STR_PLAYABLE_CD,"Playable as commander, driver","Als Kommandant, Fahrer spielbar",Hratelné jako velitel a øidiè,"Äîñòóïåí êàê êîìàíäèğ, ñòğåëîê","Do gry jako dowódca, kierowca","Jugable comandante, conductor",ÁöÈÖ°üÀ¸·Î ÇÃ·¹ÀÌ °¡´É
STR_PLAYABLE_CP,"Playable as commander, pilot","Als Kommandant, Pilot spielbar",Hratelné jako velitel a pilot,"Äîñòóïåí êàê êîìàíäèğ, ïèëîò","Do gry jako dowódca, pilot","Jugable comandante, piloto","ÁöÈÖ°ü, ÆÄÀÏ·µÀ¸·Î ÇÃ·¹ÀÌ °¡´É"
STR_PLAYABLE_CG,"Playable as commander, gunner","Als Kommandant, Schütze spielbar",Hratelné jako velitel a støelec,"Äîñòóïåí êàê êîìàíäèğ, ñòğåëîê","Do gry jako dowódca, strzelec","Jugable comandante, artillero","ÀüÂ÷Àå, »ç¼ö·Î ÇÃ·¹ÀÌ °¡´É"
STR_PLAYABLE_DG,"Playable as driver, gunner","Als Fahrer, Schütze spielbar",Hratelné jako øidiè a støelec,"Äîñòóïåí êàê âîäèòåëü, ñòğåëîê","Do gry jako kierowca, strzelec",Jugable conductor,"Á¶Á¾¼ö, »ç°İ¼ö·Î ÇÃ·¹ÀÌ °¡´É"
STR_PLAYABLE_PG,"Playable as pilot, gunner","Als Pilot, Schütze spielbar",Hratelné jako pilot a støelec,"Äîñòóïåí êàê ïèëîò, ñòğåëîê","Do gry jako pilot, strzelec","Jugable piloto, artillero","ÆÄÀÏ·µ, Æ÷¼ö·Î ÇÃ·¹ÀÌ °¡´É"
STR_PLAYABLE_CDG,"Playable as commander, driver, gunner","Als Kommandant, Fahrer, Schütze spielbar","Hratelné jako velitel, øidiè a støelec","Äîñòóïåí êàê êîìàíäèğ, âîäèòåëü, ñòğåëîê","Do gry jako dowódca, kierowca, strzelec","Jugable comandante, conductor, artillero","ÁöÈÖ°ü, Á¶Á¾¼ö, »ç°İ¼ö·Î ÇÃ·¹ÀÌ °¡´É"
STR_PLAYABLE_CPG,"Playable as commander, pilot, gunner","Als Kommandant, Pilot, Schütze spielbar","Hratelné jako velitel, pilot a støelec","Äîñòóïåí êàê êîìàíäèğ, ïèëîò, ñòğåëîê","Do gry jako dowódca, pilot, strzelec","jugable comandante, piloto, artillero","ÁöÈÖ°ü, ÆÄÀÏ·µ, »ç°İ¼ö·Î ÇÃ·¹ÀÌ °¡´É"
STR_STAT_MISSION,Mission statistics:,Einsatzstatistiken:,Statistika mise:,Ñòàòèñòèêà ìèññèè:,Statystyka misji:,Estadisticas de la misión:,¹Ì¼Ç Åë°è :
STR_STAT_TOTAL,Total statistics:,Gesamtstatistiken:,Celková statistika:,Îáùàÿ ñòàòèñòèêà:,Statystyka ³¹czna:,Estadisticas totales:,ÃÑ°è :
STR_STAT_YOU,YOU WERE KILLED %d TIMES.,SIE SIND %d MAL GETÖTET WORDEN.,BYL JSI ZABIT %d KRÁT.,ÂÛ ÁÛËÈ ÓÁÈÒÛ %d ĞÀÇ(À).,ZABITO CIÊ %d RAZY.,HAS MUERTO %d VECES.,´ç½ÅÀº %d È¸ Àü»çÇÏ¿´½À´Ï´Ù.
STR_STAT_GRP,YOUR GROUP LOST %d UNITS.,IHRE GRUPPE HAT %d EINHEITEN VERLOREN.,TVÁ SKUPINA ZTRATILA %d JEDNOTEK.,ÏÎÒÅĞÈ ÂÀØÅÃÎ ÎÒĞßÄÀ: %d,TWOJA GRUPA STRACI£A %d JEDNOSTEK.,TU GRUPO HA PERDIDO %d UNIDADES.,´ç½ÅÀÇ ´ë¿ø Áß %d ¸íÀÌ Àü»çÇÏ¿´½À´Ï´Ù.
STR_TEMPL_MERGE,Merge mission,Einsatz zusammenfügen,Pøipojit misi,Ñîáğàòü ìèññèş,Scal misje,Combinar misión,¹Ì¼Ç ÇÕÄ¡±â
STR_SOUND_NONE,No sound,Kein Sound,adnı zvuk,Áåç çâóêà,Bez dŸwiêku,Sin sonido,È¿°úÀ½ OFF
STR_MUSIC_NONE,No music,Keine Musik,adná hudba,Áåç ìóçûêè,Bez muzyki,Sin música,¹ÂÁ÷ OFF
STR_MUSIC_SILENCE,Silence,Stille,Ticho,Òèøèíà,Cisza,Silencio,Ä§¹¬
STR_NO_CHANGE,No change,Keine Veränderung,Beze zmìny,Ïî óìîë÷àíèş,Bez zmian,Sin cambios,º¯È­ ¾øÀ½
STR_CAMPAIGN_NEW,New campaign,Neue Kampagne,Nová kampaò,Íîâàÿ êàìïàíèÿ,Nowa kampania,Nueva campaña,»õ Ä·ÆäÀÎ
